Appid,name,header_image,,developer,,,,categories,genres,steamspy_tags,,positive_ratings,negative_ratings,,median_playtime,,price
31980,Nancy Drew®: Ransom of the Seven Ships,https://steamcdn-a.akamaihd.net/steam/apps/31980/header.jpg?t=1489703105,,HeR Interactive,,,,Single-player;Steam Achievements,Adventure,Adventure;Point & Click;Puzzle,,18,9,,0,,5.19
206410,Crazy Machines Elements,https://steamcdn-a.akamaihd.net/steam/apps/206410/header.jpg?t=1447355329,,Fakt Software,,,,Single-player,Casual;Strategy,Casual;Strategy;Puzzle,,18,6,,0,,6.99
216930,Luxor: Amun Rising HD,https://steamcdn-a.akamaihd.net/steam/apps/216930/header.jpg?t=1447356281,,MumboJumbo,,,,Single-player,Casual,Casual;Match 3;Puzzle,,18,4,,0,,6.99
236490,Hexodius,https://steamcdn-a.akamaihd.net/steam/apps/236490/header.jpg?t=1485886199,,Brain Slap Studio,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Twin Stick Shooter,,18,12,,9,,7.99
270030,Snow Horse,https://steamcdn-a.akamaihd.net/steam/apps/270030/header.jpg?t=1470436305,,KinifiGames LLC,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie;Simulation;Sports,Action;Indie;Casual,,18,8,,0,,4.79
292280,Spy Fox In: Cheese Chase,https://steamcdn-a.akamaihd.net/steam/apps/292280/header.jpg?t=1554313901,,Humongous Entertainment,,,,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,,18,12,,0,,3.99
292760,Rise of Prussia Gold,https://steamcdn-a.akamaihd.net/steam/apps/292760/header.jpg?t=1517305741,,Ageod,,,,Single-player;Multi-player,Strategy,Strategy;Historical;Wargame,,18,6,,71,,14.99
296590,Draconian Wars,https://steamcdn-a.akamaihd.net/steam/apps/296590/header.jpg?t=1447361554,,Kardfy Studios,,,,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Card Game,,18,25,,0,,4.79
321660,Mining Industry Simulator,https://steamcdn-a.akamaihd.net/steam/apps/321660/header.jpg?t=1447363515,,Crafty Studios,,,,Single-player;Steam Achievements,Simulation,Simulation;Mining,,18,46,,0,,6.99
324610,The Shopkeeper,https://steamcdn-a.akamaihd.net/steam/apps/324610/header.jpg?t=1496987866,,Tom De Roeck,,,,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Point & Click,,18,117,,0,,1.99
335220,But to Paint a Universe,https://steamcdn-a.akamaihd.net/steam/apps/335220/header.jpg?t=1460716298,,Mårten Jonsson,,,,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle,,18,11,,237,,3.99
335450,Curse of the Assassin,https://steamcdn-a.akamaihd.net/steam/apps/335450/header.jpg?t=1479438238,,Tin Man Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,,18,1,,0,,3.99
335550,Cubicity,https://steamcdn-a.akamaihd.net/steam/apps/335550/header.jpg?t=1447365505,,Bubble Head Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie,Indie;Puzzle;Adventure,,18,4,,368,,1.99
335560,Light Bound,https://steamcdn-a.akamaihd.net/steam/apps/335560/header.jpg?t=1447365511,,Garden Knight Games,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,,18,1,,0,,6.99
336700,Elastrix,https://steamcdn-a.akamaihd.net/steam/apps/336700/header.jpg?t=1447365703,,Hyper Hippo Games,,,,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Casual;Indie;Puzzle,,18,3,,0,,1.99
338630,Wildlife Camp,https://steamcdn-a.akamaihd.net/steam/apps/338630/header.jpg?t=1549966131,,b-alive gmbh,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Simulation,Simulation;Indie;Casual,,18,10,,0,,4.99
340330,Deity Quest,https://steamcdn-a.akamaihd.net/steam/apps/340330/header.jpg?t=1452269351,,Fancy Fish Games,,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,Adventure;Strategy;RPG,,18,4,,0,,6.99
346920,Undead Shadows,https://steamcdn-a.akamaihd.net/steam/apps/346920/header.jpg?t=1447368285,,Ignition Games Inc.,,,,Single-player;Multi-player;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,,18,42,,0,,2.79
351320,DROD: The Second Sky,https://steamcdn-a.akamaihd.net/steam/apps/351320/header.jpg?t=1479521415,,Caravel Games,,,,Single-player;Steam Achievements;Captions available;Steam Cloud;Includes level editor,Adventure;Indie;Strategy,Indie;Strategy;Adventure,,18,2,,0,,10.99
355190,Geocore,https://steamcdn-a.akamaihd.net/steam/apps/355190/header.jpg?t=1498131180,,Anarchy Interactive,,,,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;VR Support;Partial Controller Support,Action;Indie;Early Access,Early Access;Indie;Action,,18,12,,0,,1.99
355910,Piloteer,https://steamcdn-a.akamaihd.net/steam/apps/355910/header.jpg?t=1447370675,,Fixpoint Productions,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Indie;Simulation,Indie;Simulation,,18,3,,0,,1.99
359340,Pixel Puzzles Mosaics,https://steamcdn-a.akamaihd.net/steam/apps/359340/header.jpg?t=1544285521,,DL Softworks,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Sports;Strategy,Casual;Indie;Strategy,,18,3,,0,,6.99
363670,Seeders,https://steamcdn-a.akamaihd.net/steam/apps/363670/header.jpg?t=1541187957,,Bigosaur,,,,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards,Indie,Indie;Puzzle;Puzzle-Platformer,,18,13,,0,,6.99
368150,Rising Angels: Hope,https://steamcdn-a.akamaihd.net/steam/apps/368150/header.jpg?t=1529373002,,IDHAS Studios,,,,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,,18,4,,0,,10.99
374150,Concealed Intent,https://steamcdn-a.akamaihd.net/steam/apps/374150/header.jpg?t=1478314468,,Jarrah Technology,,,,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Indie;Simulation,,18,4,,0,,11.39
375760,Volstead,https://steamcdn-a.akamaihd.net/steam/apps/375760/header.jpg?t=1478126025,,Carlos Vázquez Ordóñez,,,,Single-player;Multi-player;Shared/Split Screen,Indie;Simulation;Strategy,Strategy;Indie;Simulation,,18,25,,0,,1.99
377550,Unfair Jousting Fair,https://steamcdn-a.akamaihd.net/steam/apps/377550/header.jpg?t=1492498162,,Rodaja,,,,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie;Sports,Sports;Indie;Casual,,18,6,,0,,3.99
386090,Nandeyanen!? - The 1st Sûtra,https://steamcdn-a.akamaihd.net/steam/apps/386090/header.jpg?t=1488720324,,Tchagata Games,,,,Single-player;Full controller support,Action;Indie,Action;Indie;Shoot 'Em Up,,18,6,,0,,1.59
387070,One Final Breath™,https://steamcdn-a.akamaihd.net/steam/apps/387070/header.jpg?t=1447377088,,Dark Day Interactive,,,,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Action;Adventure;Indie;Simulation,Indie;Action;Adventure,,18,86,,0,,2.79
387880,Ninjahtic Mind Tricks,https://steamcdn-a.akamaihd.net/steam/apps/387880/header.jpg?t=1459542910,,Blaze Epic,,,,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,,18,12,,0,,1.59
393550,The Journey Back,https://steamcdn-a.akamaihd.net/steam/apps/393550/header.jpg?t=1545660933,,Erwin Wolf,,,,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,,18,7,,0,,1.59
395550,Operation Hardcore,https://steamcdn-a.akamaihd.net/steam/apps/395550/header.jpg?t=1530532249,,Cosmocat,,,,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,,18,0,,0,,4.79
400500,MadOut Ice Storm,https://steamcdn-a.akamaihd.net/steam/apps/400500/header.jpg?t=1482990902,,Nuligine,,,,Single-player;Full controller support,Action;Indie;Racing;Simulation,Racing;Action;Indie,,18,24,,0,,4.99
403390,Undercover Missions: Operation Kursk K-141,https://steamcdn-a.akamaihd.net/steam/apps/403390/header.jpg?t=1450081696,,The Game Species,,,,Single-player,Adventure,Adventure;Point & Click,,18,13,,0,,6.99
403440,Evil Hazard,https://steamcdn-a.akamaihd.net/steam/apps/403440/header.jpg?t=1447378082,,Pixel Blitz Studios,,,,Single-player,Action;Indie;RPG,Indie;Action;RPG,,18,9,,0,,1.99
404860,Inside Me,https://steamcdn-a.akamaihd.net/steam/apps/404860/header.jpg?t=1447378177,,SnowBiteGames,,,,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie,,18,5,,0,,5.79
406930,Epic Showdown,https://steamcdn-a.akamaihd.net/steam/apps/406930/header.jpg?t=1447378304,,Naloki,,,,Single-player;Multi-player;Co-op,Action;Casual;Indie,Action;Indie;Casual,,18,20,,0,,3.99
407000,Survival Is Not Enough,https://steamcdn-a.akamaihd.net/steam/apps/407000/header.jpg?t=1500063622,,Fixer Games,,,,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;RPG,Action;Adventure;RPG,,18,29,,260,,3.99
408440,Dream Factory,https://steamcdn-a.akamaihd.net/steam/apps/408440/header.jpg?t=1473784711,,The Tambourine,,,,Single-player;Steam Trading Cards,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,,18,63,,0,,7.99
411870,Discovering Colors - Animals,https://steamcdn-a.akamaihd.net/steam/apps/411870/header.jpg?t=1478071360,,Frogames,,,,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Education,,18,0,,0,,2.79
413700,Run Turn Die,https://steamcdn-a.akamaihd.net/steam/apps/413700/header.jpg?t=1466219317,,Matthias Magnussen,,,,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Arcade,,18,1,,0,,1.99
415390,Viking Saga: The Cursed Ring,https://steamcdn-a.akamaihd.net/steam/apps/415390/header.jpg?t=1542718113,,Realore,,,,Single-player,Adventure;Casual;Simulation;Strategy,Strategy;Adventure;Casual,,18,4,,0,,1.99
419020,Wishmere,https://steamcdn-a.akamaihd.net/steam/apps/419020/header.jpg?t=1545326794,,Crayder Studios,,,,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;4 Player Local,,18,6,,0,,8.99
422210,Rise of Keepers,https://steamcdn-a.akamaihd.net/steam/apps/422210/header.jpg?t=1478035713,,Samaritan Studios,,,,Single-player;Steam Cloud,Indie;RPG;Strategy;Early Access,Early Access;Strategy;RPG,,18,12,,0,,9.99
423600,Adelantado Trilogy. Book one,https://steamcdn-a.akamaihd.net/steam/apps/423600/header.jpg?t=1542719055,,Whiterra,,,,Single-player,Adventure;Casual;Simulation;Strategy,Strategy;Adventure;Casual,,18,3,,0,,3.99
424010,Crudelis,https://steamcdn-a.akamaihd.net/steam/apps/424010/header.jpg?t=1465234145,,Whiskey Jack Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Casual;Adventure;RPG,,18,2,,0,,4.79
426240,Caretaker Sacrifice,https://steamcdn-a.akamaihd.net/steam/apps/426240/header.jpg?t=1488111024,,Xiotex Studios Ltd,,,,Single-player;VR Support;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,,18,2,,0,,15.49
429950,ABO MANDO,https://steamcdn-a.akamaihd.net/steam/apps/429950/header.jpg?t=1452514256,,UNDEAD,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,,18,47,,294,,0.79
432380,Hydra Slayer,https://steamcdn-a.akamaihd.net/steam/apps/432380/header.jpg?t=1458842423,,Zeno Rogue,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,RPG;Strategy,Strategy;RPG;Rogue-like,,18,2,,0,,4.79
432640,BuriedTown,https://steamcdn-a.akamaihd.net/steam/apps/432640/header.jpg?t=1453482039,,Dice7,,,,Single-player;Steam Achievements,Action;Adventure;Indie;RPG;Strategy,Strategy;Action;RPG,,18,23,,0,,4.99
434090,Bridge! 2,https://steamcdn-a.akamaihd.net/steam/apps/434090/header.jpg?t=1556186963,,toxtronyx interactive GmbH,,,,Single-player;Steam Cloud,Simulation;Strategy,Strategy;Simulation,,18,28,,0,,9
434800,The Great Escape,https://steamcdn-a.akamaihd.net/steam/apps/434800/header.jpg?t=1513067183,,XiNFiNiTY Games,,,,Single-player;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,,18,9,,246,,2.79
435010,Krinkle Krusher,https://steamcdn-a.akamaihd.net/steam/apps/435010/header.jpg?t=1530529915,,Ilusis Interactive Graphics,,,,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Strategy,Casual;Strategy;Action,,18,23,,0,,2.09
436360,Robo's World: The Zarnok Fortress,https://steamcdn-a.akamaihd.net/steam/apps/436360/header.jpg?t=1515896619,,Bluish-Green Productions;Throw Away Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,,18,2,,0,,6.99
437180,Chill the Piro,https://steamcdn-a.akamaihd.net/steam/apps/437180/header.jpg?t=1534773779,,Sergey Marchenko;Vyacheslav Ozolnieks,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Arcade,,18,7,,308,,1.69
440750,Story of a Cube,https://steamcdn-a.akamaihd.net/steam/apps/440750/header.jpg?t=1457685296,,TinyAtomGames,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,,18,9,,217,,4.79
445000,Nova Nukers!,https://steamcdn-a.akamaihd.net/steam/apps/445000/header.jpg?t=1551704160,,Lemonbomb Entertainment,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Action;Casual;Indie,,18,2,,0,,13.99
448750,Infinity Saga,https://steamcdn-a.akamaihd.net/steam/apps/448750/header.jpg?t=1538527068,,ArcticFox223,,,,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Strategy,RPG;Indie;Casual,,18,6,,0,,1.99
449240,Stormworm+,https://steamcdn-a.akamaihd.net/steam/apps/449240/header.jpg?t=1463796367,,Afrobeast Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie,Indie;Arcade;Score Attack,,18,0,,0,,3.99
458040,Hex Gambit,https://steamcdn-a.akamaihd.net/steam/apps/458040/header.jpg?t=1539630076,,One Man Left Studios,,,,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Turn Notifications,Indie;Strategy,Indie;Strategy;Turn-Based,,18,4,,0,,11.39
458700,Cursor Challenge,https://steamcdn-a.akamaihd.net/steam/apps/458700/header.jpg?t=1462129397,,Insane Dreamers,,,,Single-player;Co-op;Steam Trading Cards,Casual;Indie,Indie;Casual;Co-op,,18,14,,0,,0.79
462640,Surf World Series,https://steamcdn-a.akamaihd.net/steam/apps/462640/header.jpg?t=1535037872,,Climax Studios,,,,Single-player;Multi-player,Sports,Sports,,18,11,,0,,10.99
468110,Rescuties! VR,https://steamcdn-a.akamaihd.net/steam/apps/468110/header.jpg?t=1477364322,,"mode of expression, LLC",,,,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie,,18,0,,0,,3.99
471160,Moonshot Galaxy™,https://steamcdn-a.akamaihd.net/steam/apps/471160/header.jpg?t=1496441536,,Liftoff Labs,,,,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Sports,Sports;Indie;Casual,,18,5,,0,,3.99
473840,Diib's Dilemma,https://steamcdn-a.akamaihd.net/steam/apps/473840/header.jpg?t=1478135957,,Random Thoughts Enterainment,,,,Single-player;Steam Trading Cards,Action;Adventure;Indie;RPG,Action;RPG;Indie,,18,4,,0,,1.59
490300,Rabbit Island,https://steamcdn-a.akamaihd.net/steam/apps/490300/header.jpg?t=1468478996,,Serhii Vitukhin,,,,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Tower Defense,,18,8,,0,,1.59
491700,Gotta Go,https://steamcdn-a.akamaihd.net/steam/apps/491700/header.jpg?t=1530585863,,Dire Nerd Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie;Simulation,Casual;Indie;Simulation,,18,3,,0,,3.99
492200,CapRiders: Euro Soccer,https://steamcdn-a.akamaihd.net/steam/apps/492200/header.jpg?t=1491561887,,3GoGames,,,,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Sports,Indie;Sports,,18,0,,0,,2.89
494050,Road to your City,https://steamcdn-a.akamaihd.net/steam/apps/494050/header.jpg?t=1554743103,,Yheeky Games,,,,Single-player;Steam Achievements,Indie;Simulation;Sports;Strategy;Early Access,Early Access;Simulation;Indie,,18,5,,0,,7.5
495010,Ranger of the jungle,https://steamcdn-a.akamaihd.net/steam/apps/495010/header.jpg?t=1471845185,,miqu studio,,,,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Strategy;Indie;Casual,,18,29,,0,,2.79
496390,Shiny,https://steamcdn-a.akamaihd.net/steam/apps/496390/header.jpg?t=1553172710,,Garage 227,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Platformer,,18,6,,0,,6.99
497670,LineDash,https://steamcdn-a.akamaihd.net/steam/apps/497670/header.jpg?t=1529921738,,Gamera Interactive,,,,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;Arcade,,18,4,,0,,1.59
500790,Moribund,https://steamcdn-a.akamaihd.net/steam/apps/500790/header.jpg?t=1525845271,,Traptics,,,,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;4 Player Local,,18,1,,3,,7.99
38130,Farm Frenzy 2,https://steamcdn-a.akamaihd.net/steam/apps/38130/header.jpg?t=1447352916,,Alawar,,,,Single-player,Casual,Casual;Agriculture;Time Management,,17,2,,0,,3.99
50960,Mystery Case Files: Huntsville™,https://steamcdn-a.akamaihd.net/steam/apps/50960/header.jpg?t=1531503517,,Big Fish Games,,,,Single-player,Casual,Casual;Hidden Object,,17,3,,0,,6.99
206040,Avernum 5,https://steamcdn-a.akamaihd.net/steam/apps/206040/header.jpg?t=1447355312,,Spiderweb Software,,,,Single-player,RPG;Indie,RPG;Indie;Isometric,,17,4,,0,,3.99
262610,Liquid Rhythm,https://steamcdn-a.akamaihd.net/steam/apps/262610/header.jpg?t=1447359380,,WaveDNA,,,,Single-player,Audio Production,Audio Production;Music;Software,,17,14,,0,,1.99
279740,3D ParticleGen Visual FX,https://steamcdn-a.akamaihd.net/steam/apps/279740/header.jpg?t=1548217435,,Reality Pump,,,,Single-player;Steam Trading Cards,Photo Editing;Utilities;Video Production,Utilities;Video Production;Photo Editing,,17,13,,298,,6.99
291610,Growing Pains,https://steamcdn-a.akamaihd.net/steam/apps/291610/header.jpg?t=1447361092,,Smudged Cat Games Ltd,,,,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Indie;Platformer,,17,7,,0,,3.49
292860,Pajama Sam's Lost & Found,https://steamcdn-a.akamaihd.net/steam/apps/292860/header.jpg?t=1554317594,,Humongous Entertainment,,,,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Adventure,,17,6,,0,,3.99
